address,mARIOQty
DaZZLPvCQ_9VTR6d7U0dufbw3a2E0L8eufKAM75FdQ4,1095000000
DbaKz3YAXOfSCkOtKRSTDE2JZ_mK6mp_fL8X_iMBHck,348000000
Dc1lMv_HzEpCIkaQlkCmDMlSDnW5_z6tt4Fm80nZqyY,783000000
DcMatGKYEQzkjCEi8ou3aa2lFu3HiAfV0rouseNkN74,1704000000
DciepbmHt06FK8nBcmWlZhMIMsEXwXXPiBiRlH9ch3Q,696000000
DcyA9zn0mSUcU7Hid2UJO2EdjGp1AH0JsfrLlHtJjmo,348000000
DdFEGb3eJhkw-7KFRNo0a4P1Zrcelk_wxSHj22dDEDE,696000000
De5U2LJGnWh4t66WssBiJpymDC1ilXzWQhZr1TsGYa8,869000000
DeGl15qxHwAIhYWbVcBvAJCinbH_9gyhtn3eEhNXt1s,5958000000
DefVru3FJEY01gRJcUmUGSHaBFltzrhHiQ8DiNfB1xE,869000000
DfAHsCV6dg430I7X6TxjmPiBh2wFgaucyY23xlc1pF0,8794000000
Dgw7EBpnHHjOZo8_a3zVONH4_Sut7LUfgLII-OV51QU,348000000
DhDyThJIqrZt_5nthC8WF1oQUepbAuFjDyBnXR09UZM,348000000
DhZYzIpp3i0bSbtXSSg9aPSqz9ZJvti_rsfyPl0_lqA,470000000
Di2MKoNdAihXdnlzeuYUwubvAWrvJzqqSnHy5FTJ6IU,696000000
Di6dtN07CcK2IThgNiazl5JYwfR3af3kEAmN75b538A,3650000000
DiIy0LDAtnJKQgNE5GdoxpS1VFuYLmSZemBWZlMftvc,1217000000
DirZphxR4jRQsElDHLB8guh_ywHnRj9QFilBodphol4,696000000
DjA951wo42BhOqHe56i44aJjhqJxavzlmznabYuC7u0,2434000000
DjYflcwJOYrEtF0emq5OjdjRoZOogFx-cqFcqkA_RLw,696000000
DkGMev3khgoG07LhR6q9TLorETT3nvyoNhqXf9wc4AA,348000000
DkTQBxyFYk2UmPWoR6qKA-aUn9nJak1UORwxw487xjg,348000000
DkhhvAluU_6iXsGIw9QIzImtRjyaEJ9BMI7QbuZ5opg,435000000
DklB-zNT-p34C9yilvr8BqGDQGtn9il7gJMhwO5x6IM,470000000
DmLO5jaDhWyKypKPKCg6vpUAeiGDELGmZOS_5tzTLpQ,435000000
DnFYTmr_vUxRdFRH7IDLPGuQREZkwhysDJQlNs964dk,522000000
DnhspRsx51StqO5VuX0mHmu0hqWIS0GHKBHMTpAL8Mw,522000000
DnmyVIl6HTucf7YOyykYthlt5o1IPENoInuMtagq768,348000000
DoW97o_JbnWyBo4APWYeDk1cB0_ZC4WbUa208tOWQ3U,1217000000
Dp77CW9zU60E-WovP_UIGJsgQMY_L3k6ngewU75WISw,470000000
Dp7AN3wFfcxfqx-ZtTX3PvydXMQ_BQzuKvBWKVA_RX4,696000000
Dpl_oNc_M0hQDXKFw-N87ADBKqkPDtjYpdksB-gSml0,800000000
Dq3X1P8dhur_i8d2B-PhZkVGfkRv2IgZ1QZxyxgV4Zo,1113000000
Dq9I5jOuqci_DC8R5iWTjjf6xTHuC2NbfEoHQtNYruE,348000000
Dqu_grwCs44m4_TYVht8QjBkXn7v8OHOv1zvCTnU7FM,1043000000
Dqxd8PzW2tLxnHfCERNE9tU-wLMPEIFa5upgSHryIN0,696000000
Dr-hBTsbQWm1MjN5l_pvBbxLlQyC8EuH7ng1b_NeSSc,348000000
Dr7M9VrLKwnyypgRhQDkLu8IhP0v2cMIx0pUVgW2xRs,1356000000
DshGN7WTcPEZvZB8FojjzHVDflQJV7Lm0TjKoLq-RPk,348000000
DtP6f34V2gc4pJ69v5b9RdA06qcwi5omm4tRqr2-_HM,452000000
DtyzTOFU8IIzZc6QJj170u18I-qxdpZHMiyDcQwPqq0,2781000000
DubkiWVLcDc1mpE_xlZpnvmjIDbsbjt2pzuFFr_7gs4,14890000000
DvECw6vfX-9PeSOSFUL6M6HHuKy2z8i7YxS8wluGnbc,3824000000
Dw0nUPZUEwa0oivTfRKeDrfo6rpfHpS23mDxI8VknRc,10817000000
Dx2-7lDR0I69LUgxCZyZTDjHlAGyFk-Vh-p4RCjA5sU,800000000
DxGOqLA-pKAfFzw41uLb3gD3HUZmSO8HubXTPc4cm2Q,522000000
DxKc_u3kffrnv6532NzPY0Qyn-vJkdTZjYYELK0HLq8,1912000000
DxW0nDNAWRcRL2_hKsV3ZW5BFTV8VSW7kTgjiJdwyI4,1982000000
DydX1KXq0WK0ox58rfY-QfnuMj5r1EJUIqQ2-vh46VM,348000000
DykPyQSGjYPONPh9YhYpokx8kvgzZ4WxkOmWCDTxHIY,522000000
DzBgzE4xhnnyyf0HqBOHKma_5up3dXkTR4_JCdlAntU,1565000000
E-QVU3dta36Wia2uQw6tQLjQk7Qw5uN0Z6fUzsoqzUc,1043000000
E0E-RLISsM4gx-9e9JYZ8lmOEo_64LwKyRYjpf200VQ,1043000000
E0Y1K98YIn9DNsydVRHPotM0kTGmkdm-ojtvHhGIwsE,348000000
E1IO4PmBy-7gR_b3lQdVny7tNsuCbAQegemLS7PI3wE,522000000
E1TOZdamOI0_lJ3qDd8qKm0_shE-bl29qnhtlx0BUVU,800000000
E1VqJl871zs_pLMk2w3WZfVCgOdM4vcA9UEs8ArtSz4,452000000
E2EVnXrQmXQX_5Ujed055hnzVQvlHeyAr4c7Bx_9EF4,696000000
E2VbHoB1rK9tYhnCrU1yt12geHHlH3aVmo6sm9TQaGA,1182000000
E38XXXZ43GqWnGGysbu9pcLkZiyv9ysZzXG0awM4DhE,696000000
E3DlN1Q1Ep98xtVGGGXfOhWb1Nbb9DewaL5LcZcFcj0,6379000000
E3TA2LS473xjanIlp_GCNQQivlW5wNFNFhIN5UvpDZQ,869000000
E4ggtXfDYE1tKrvR1qH5G1Ok-1RLrGnxCGzzf8LKz2I,3216000000
E6CQAGw5arBwp8hmJz8-zICLoM-Sh_7vdAuiotL-yNg,1165000000
E6E0-lVEAUEPO6PB-UmYInq0Z58YMJIqy_voHk8yUyA,452000000
E6FNuRnsRMvo2_SeUOqIOZXM8DMXRFM8xzgGXQESOKY,470000000
E7O-KZx-nZVuokCKuj5sKWiO5b6IT04IV04HUvX9AB8,365000000
E7P3fRmdIHxLk0pW5_FPct4sHd22nJoY0dI9Z_qqjiY,348000000
E7ZqPfxLfdRkqN26LTmNPCXjrcCyJMldUmvxcLFimk8,2121000000
E82PS7BT3k9bmWtjar2khdoHY6-Z04AeAZEMy4mHs0Q,348000000
E9GGnVds0x4HXn8n4a7Cumrl77wte3aznm2Di6KtP9g,348000000
E9_mEDf3XYR3AX8M_QJ9zMJ0Tr5R6cBb9thG6_r-NVg,869000000
E9iikjrYPT_u1Uzqog4I3LsfIuYAOg-VEQ2bUPM3B-g,1877000000
EA9tuoC6h0f0bwNPIe-qMJ374UWJG_B1PwEPgNavr7U,348000000
EAr3TEogcsquqUucyYybhEaCcK3nctMaQ3bI8H_iT3I,348000000
EAvM2f0w4jo-i3d6TM4gZgyhWP49PDOjRIYGcHosXNw,6917000000
EB-4VOX6iUn_8Ul6sMrh1tUGxA-ZtzCMQ9gmRIFpCHg,470000000
EBDcQUM42YP9Fc7R7MDqYUSEqS0KSWbrQSluOAX3tfI,348000000
EBGrWrdKpD9lFhV5S2b2Ktccf9vAkStTKIwGvc83fRY,522000000
EBaT_BV7Oq8xLkR9Q2UhNf9T6PviJxRZ8tRxa7upjH4,452000000
ED78lor4QCieoBD8JbdidFreEeO0EGr8VD0sUMP2a50,365000000
EDssBPRMDyWe7zGBgggmH2FRvEP11zEquP_ATWu3OvA,1912000000
EDvh_Nqt1-hs3gN-3rjk70GLWzddpvZoViQ90-p7vms,4762000000
EE8ebaV06-_5EytaU0ForrAn0TSsnB2RIB6WSJ22Uvo,5388000000
EE9MAPRfSL8PodzDZ9Cc9oItQyMyes8WdgQClOxTT8o,1356000000
EEFbWBZkmZX17LJAuJ0D_68AlbYq-ctym7Yc-nAWhms,522000000
EEsrMtENnxSXT-sy4w_tyYfWoVx_QvWyzu9TzLLv18c,869000000
EFGEmpxA08WbvzUpyXO8NxSz_Fu-tc6AervfENWasUs,696000000
EFPyRXNTJfn5zvav_lZn5TE2FxMbXu4IxltjHcSpnuM,869000000
EGo6vPylTBirR_iTdGNkSUqMiEEfB1iq3VJM7t8dQEg,1495000000
EH20obd6nrbVoR-4LI5sDJMdEYtDb6DP4hvqpkDIA_o,696000000
EI5uwn9EfyyWaIq2y0yZwb77L4nyIDGB96pcVjEPcIs,696000000
EI_sjJE7QCg-Ggx3QRMXK5mqGQMFCbMQlYP8rWiF250,2781000000
EJ6m00HvIvAfcJ8ff8hdTfBkD7Pskgwz1441BWxurU8,1877000000
EJGU_4IRvhQkXssChEl1Ah5W8I3OjlgvOK1l5Gkc1A0,522000000
EJZy9MRJ63nv7tLBcs7fmjT__v_ATU5vIH5-uZwnFAs,348000000
EKJEbKAivyePhIELWLnLFVpxiwUWd-LMx_lIArk-zK0,452000000
EL5d9VjmM3e1lC0cvHGT4hKhkbdYKs8M7-nUscl2HzM,452000000
ELBtWgSKUsu4cBcMY60adL4u03wLwVyCFn2Mc0KuwXE,574000000
ELE5pZmHhuSPAJW1XHJjbjI_UB1urfKq7FqBtIYmYyk,348000000
ELNfYA5smn50JSL7Na0RBy9122pUR-nk3zcl-MR5D6s,21667000000
EMwyZbIIa7FWzt__e159i3Wn20RZfghxSycQzeESJPA,869000000
EMx2tCfLc4KWcjdOMpaAGQoHAQA-FjzOtNy6fqFECCA,452000000
EMzaqKoTYNTh9irPwgiG61-PDPOXWJDgdleno2WXfro,1252000000
ENni1hrXcg4HqjBQ3_khmXA5_ZmgDxQsC0O5oldbEmc,730000000
EONm0xB6WWylSd4q0Kh7hC5AE54-T0E5VG2uWE3yI-w,1373000000
EOc3nq_VkxjOTUai-YRcu5QX29TF7fumfdL5G-JGaB8,452000000
ER2hcpLEobAka4YQq80xLJjiiZuYKjhN8i3rGW8LJ3w,365000000
ERPnR7nmSwiX5_NC5dKVbK1K3kh_1goRGfyACEY-sJE,2781000000
ESt9wkksZ-awpAsGKt7sDn7peovx93QUZkmFyd-feN4,696000000
ETP5_RCT7NM80vbt4kUxUrUQW0FLOM0rPjhy8OoRVE8,1652000000
ETnl85OrLMAjfrJuG06w2QZ6t0-03kAxgtWZ-2noWpE,696000000
EU3YHnIa7i9IYmzwYwoIwzlPwsHYcfgX09-nXlhWmvM,3650000000
EUc8hlu2jMeMRC8rF14OMJ8k5jZ9Mu-eAidjw_a5Vtw,20421000000
EVOG_xoI-S4coRvAzP9N9OtTVWdp6fxHnO3TeJeyFik,348000000
EWTSt0g9shAk10ccTy346S9GU35NUESv8OJ8x_yWxwg,452000000
EWU2WdNK7a5YYugZcDx2DkG6hTgBkfpQWIHDDwQxjZU,869000000
EWoT24x92qRjECEkFufs_6Pof5_8ST9zmojQrUAR2Ck,4693000000
EWtqgxDJ5xdZq4zrJ5wDhVefSyqezqm7UpFBcH0rjZI,3129000000
EWtur6xZFue1qHjyj91AZKsDKxsMZWiIISiZzwOg2XM,348000000
EYGw--BgwjOzRCK6QA4mygd7kkxWGJZAxoyWQHn4-cU,1912000000
EYuaiROKCwFCDu-omEdChtXxUK9hj28GAkJUXXJUpbQ,696000000
EYuz928-BLOQD4jVcb3U35jVf2qBEFGVCPmjIHU07jg,348000000
EYwfpcTEZJP-lUVPumAqU6f4qLe9MALcD-ffWnVAvPI,1738000000
EYxcLUAwPl0Auvjx66Hdl9rWtzxN3HpcyhsXQj7LLN8,1738000000
EZAKfy1uJze0nIhDtKoFx3hGpscsUy9BcVwfRKfk170,1912000000
EZXyuw1-rlpuiqR49gvZUBdg98qWdAcXJiba5Z8KUhU,696000000
EZkzSzjy9g3JBj65YzJRJ9C5F_QZ2Rov8YzbIBvgkp8,452000000
E_d6zKqiO2McTJ3mmNg4t6aDLKB9FIAOV8qERv52sxM,1877000000
E_hgifj1VUdbYb81YwlMBluQjYV_vJZGvGvdPQG64z4,5200000000
E_t2L16eYrGOC50j5H3qE6ymi8CQJgLO_xIhT1yUzuQ,2069000000
EabO6o_AAT0y2s-jyW3YDulvu3xq4Ua9WgsT-kDmXcw,1043000000
EadP8l6rgJkMGqS3ObtZk_G6hghY2zyFkDbc-h_85k4,470000000
Eb8J5ecqClovFEQUwZAmmin2HoChleQ9gHlwa3J-IKA,696000000
EbwFVoexbEkGooCgcFL1yByrFVrL2q7zz_rh_LRH2sY,4171000000
Ec92oaaCA7ZcjEUHypUVqNw1c5hwUcOr2H6kHWe_DRo,574000000
EchBy_zlYdrisFvEA8J0ASWc9Jd1bwoA1iKXgEopPk8,348000000
EddOuirg5N8EvLzKSVZI4_Uho2rMXY2ArAE8c3PENSI,609000000
EdfWI7KeCzhQs7NDq2Hak9yDMImuR34H7ENEsYsaSFs,452000000
Edij2RKGJHpo3cHF_Nc9ZRbzMjTEIZepsbmhOqlbQqg,1217000000
EdwXHbs3hrgYitBwP1-Df2u-baMzG9eae3GsWg3dgjg,1008000000
Ee1IjdTvnwSfGQYC7wz1FRTUlSV8UGkqdsPok8ydTEQ,783000000
Ee9dHshCp-zxSM-z6_DDAyBZGGbASXOoVESLWMhDDew,696000000
EeRa8dmIb37rqXWrnvZk821XtXVKunGdbwkEhz1qtuI,470000000
EeU40LJvGoVvrtpzvtk_3BX5bYN2Hq82JPUvpySO5mc,783000000
EfCKF8yB7BJpOcZlFH4M7ZSvc5PTH7C-KhJ2lrAv7Rc,470000000
EgIYByU3LXyIOpa_lXuvSWmJK965fV15lT0r-u81Au4,696000000
Eh305pDAQjMSijNPu3wEQSoXchUEuxId3wCtaaYfpMs,435000000
EhkVW8-6SnOm1UBVI-TJH2Hsmoz9ppv1jQMRaSo2W_g,22159000000
EiCD-bYqsp286PReXiiSb8AGQR4qpk_WE6CvKQnrWFc,348000000
EioWPZkzeCMGzVVqjo_eIcfoRB6MjuyImnylfret8PY,1565000000
EiwHjTU7f4EWsFL-RFmsUEifXqQmlftnO8zAYQ9TMsI,1912000000
Ej5lV19G8M0tYlv3Wa3i3PJ_QMaecq4ghbvPedYzEaE,5353000000
EjmDBKgwEsaTDhzTY0YYACQD0-LoHRFFYLJ4nRqoVW0,452000000
Ek7uFobO11ssiDJTz1wTqNmABidaDJTFfDgbNg7SsAc,1043000000
EkH0NatrafHKhm-3iruQAn6X2kc-lgpd2qdQDyHowho,922000000
Ekb77kkDco3YRADYoz07L4bKyDcR1dvMrBJxsya8Bck,2086000000
EkbXqohamm1aIvig4qp4JWjkuBo0PIqXcZnBJ3OLBnQ,435000000
ElHdqe5EvRxzDdtp6RxsCCHjP7ipjm_PHA6BIRoI30o,1652000000
ElpaN7DiflIK0W9M2eS-rtKVAi8DyQAdSAPlVHLEOA8,922000000
Em1IyC2IMypQRQOpmmVLHYJITd35-oKbiPP3txaKWr4,1912000000
Emaw7TjLk-kRpf6f06XzxVi3WiB6Biea5ZJRzKJTsJM,470000000
En_UW-Z8JmxhOJHLSb7O69-biQb2IqtLiajl33l3rOs,696000000
Eog6niUzry_ILSeM5Ggee3L1QoVWbh_Wik2shKjqCHA,383000000
Eop8AzE7qsXPbwT35VFhh-FU1r9jGBW8QMxZ7fJeYt8,557000000
EoqE2PeSEt6s8zUM9KSQj1hQGjz5AVybcqM6IcSL6uo,696000000
Ep2lcvLDrs5AMN232UrBrt1CFoaUuwSXg8qt87aYeyM,800000000
EpTXRk5rHejdTpFNjzKZJBOedcJ-QchOHHFrzZl5a28,3007000000
EqtT24Zav7IimvgcPtX1F0cXRK31ViXwuS6tsDwBRQo,452000000
Es3Igd7WY1xsayj5KXsJpVvbjfBorqqxnF79SZe5Gjk,2034000000
Et5gKOcBG4W-kgDv5iPR-FuxXr9eikb8mKP0G3eKmLs,8899000000
EtPM6z09mSv5o5hvgpdy3KzhexyOlCx_tttK5E27BXk,2260000000
Et_58JHXDRn3UWIWEETfLUOwHnRste_4QBl_e8bprxg,1912000000
EtgIy2amJukBh4EwoOnC-NAkBNzFveb6HzSGN7MHMAY,2225000000
EttZycgJX2HFZLqsKUOwJ3noH5bxqwfdtmwXxXj6V1g,869000000
EuKNyTMxcCfva1xBSLSQaoIG-H2qQCLozKioIkoJJjs,800000000
Eud0J9blDm8-nz39yzHTU13QskgwvqbscYGL7F5whRs,661000000
Evo-OnE6_FxUon2kgX7DQalFvs5gxY3eLJanNPQpO80,1478000000
EwMmzDnGvDI5jQLBVtKeL8SgyUlHCklsKAQjwX1j6Nc,348000000
EwtxizQ5hL7-kemx3sI12vE--hMONmgHwrNRoGcS6bc,696000000
Ex-A4OAIBQRR8y8LfB_YGCeDzLnAG_0dK-BpS6a8RQ4,348000000
Eyd_I-FdByJZ5c1E2T1MABdoOPMpTBPWMk2CqD73bT4,1008000000
Ezy4xkFNJ9WhTlZ6tMJZVEX1IhL1IBhcoHZ3TlFOpNA,1043000000
F-3a9YOB0EOsDnFuZDxogcd2aBBHc_yEXV0SyEbTPio,2190000000
F-xwGeH6pL9spYmc7F_h3_IVmiSqc_ghMNMrCgqRgII,696000000
F0KkkQQT3w7lCVMwUpQrMy1RKCRORgq05oVnBexgs8U,1043000000
F0hAIULoi7jijjQR-X5qSuGmZzpiQyQuDm8oqXYwjxM,348000000
F113qV7njBpqk_VMKaNdcN3L33GdS0QtZPgD_nGtr_0,2086000000
F18UjQLBgBj_OBCYwfAPwFlKpAYcKr4dCR8en9q4Npc,470000000
F1w4b07R2jGoibUmuC6w13AgZTtGY8GY07UHyNkPIc8,348000000
F2BupNYw7OwYJoLBzf25OCQEnOSdyMSPf27_Oa42mzM,1652000000
F2kPW_dd-6EeCRmUWJkl6-HVoNRgWdhtG6bv0PSWenk,1043000000
F3_DMBJqgFJig5NqnKWKw3krNdk1bifNdyacdZ3QMac,19187000000
F3bupkP20nKc22rEii1efqXGsFGnWCqyPilpwWw3BTo,470000000
F41xaHrXCllWFCQTi_qX6fphsJOU4wCqIltn14PWQVs,348000000
F47WRkanTeza9iNVOw3mlGg0p5quMQYdGz5xCCsOVb0,661000000
F4QZNzPjb3JhP8W5UUtUdKzacZF1541j9qLDmV_pFGY,1912000000
F4hK1D220nsRvBuXzoFfRfy-MBoy6-uNdanXjHA3r-g,348000000
F4sZLVoLQF8Ds7joUytGUsnIACNAAIEk3pAOgBf49Z0,1912000000
F5HCqdtOfFq0v0kkNLFKHuDQyokkn_vUG5--gNWli4M,452000000
F5JPbQZ8dj2fjairg5DU7RO44cHPbLXag7S6ND-0YRo,887000000
F6_H840aBkcEDdWJ5XcRMpSWyREF45PZCRrQ0aNNBHM,348000000
F6cYnaP0zpgv4nmBkTq0EdczX11uzd2moyyasGvUdoM,365000000
F6pIDoaYusDIPadevqm7JhvnimzqpU8GjDyNE7z0QCk,1669000000
F7TD4wIFnA9C-w6oZEf8UJRZi5eDZTF-hpVFn3ZQkVo,452000000
F7a-nDR1Izr_4_tNK9bgNlRBG8nEgDBJeGOEabQu7Ig,522000000
F9JDWqio4pX99NOKI-MBcSs4W5S01-X099A1h9FZbeU,696000000
F9hrIxaT-DgynybCjWZjBUX3-dIQZZcVyWoV22Pa8gg,696000000
F9kjLRr8kZOkS8ZEPAyMsiuOtv9XxT5TjlIhZXUrVcA,1426000000
F9ohDZtYBr6mc6_ZvtGF0md_BdK4GztN612KS_WJz2Y,452000000
FABsRiXOj7LH1ZDcmSq_2ALv7L7jfHuOq03pzPebZXM,696000000
FAJg7TSFS7NkY6iftsnPXn58bo3z3Y3Zbh4qrcZAo9w,696000000
FA_I1Ir9ruCtVdOU5iCaGhFlk1tNoR1FmJnuMd9Q0rE,348000000
FBivVKG2TJz9RQIuV-McaQC2uIY7-vDnhOk0r-muwFA,1738000000
FBtVH0pD_xpcMHJkQ64eyV1J_SUTUK98SL6amPdMON0,1704000000
FBtjD_dXuUMuc7t66_Z0gJzmKW0Sl5N_XelZGuU7InU,470000000
FCqv4jS10FhSFgCzicIK_v6veiA15aNHFl6jNRUbmhQ,869000000
FCz20Gn5CaAx8zQVGEOyI4BsK9IAdgXDI2lmVjavww4,1391000000
FD9pHflT35JqHr2m6VmFyROo6ls2a3Xp2dNGVSfMQVc,1912000000
FDi2NpGfMkN1UWh18SxDPHeYXPM8p8lnW-m9HLZrrUc,470000000
FE5dMdNmX3KcAqTAmyE1PjhXOcZjmDxqOFB5S-9GzgY,522000000
FE6ZU5w4dFC_H-E_5f7w4iWM-BMa0BTxL5miJFhj3HU,348000000
FEJb46YadM7mA3ST5ixu-rRlIXiXTdGTL2WyDZM66is,470000000
FEdccWN_I_z1n1hyIW3T8C7TlDU2B6BgK4KZ4j_AT0c,487000000
FFZaiN-b31D2Umnb8mXxGh5MdIEVNiBUT4DB0WxkKFQ,869000000
FGCAAtfW25CzTqzMoPvmCNth86zlbN0ZOPcfSESGlTQ,869000000
FGTvU2sWkuNEuMMSOlJmVvwkbniKd5FWkhjfTePjqmY,1356000000
FHJ4KSqDW5XtisSkKdPafs7_VS4KCHgJ0IGH-oVY0Hc,348000000
FHu6-ML3exPJcNVCZnAosy7XTXy5YaqPfl27-AHwafY,696000000
FIrnZ27Rc-zVKv7C5stOcj0dP9Im3GpGlHlWyfizaEY,871000000
FIry2ZAoEZ-sQzVK8Ey8B_G1VlDIiz6eb_vBU9Rzjj4,3876000000
FJafQAQCXJsk1HUyOz-PggM4_xJrwydMg-4o8ZdQPZs,348000000
FK5lj3wlvKCTxzTe9eXg6uiFEGVwjQjpLk_woTxWwlQ,435000000
FKDqIYqVr_rffiVuIQvnaJuCaJ3KrJMqnp0PQZ8-V1Y,1912000000
FKMrDTvXwnIsC4Ngtgh-_APNaWHpoPDoidnQgtsbadQ,348000000
FKf6W6f8xJJG_r32akPhnvuFG565mDYvek-tgDRfW84,348000000
FKiNTP2Q2aw5hM_GNzi24YKu2tzp1EK8LSX5uHF4Zqk,869000000
FLNE3TQYOK8eUprWdFPeg44uW09vxmWhXnG6i1KrnM4,1738000000
FLYFJmNCAUfFNDLMxa8IKbKXIEUvBQD0tAci4GnbVlk,348000000
FLyMN0jAhoepGNh8v7OMvAHep90WwA0nnJ-ojFOp6XE,696000000
FM2nMp3LBZKi_RJeaXieYeooaTove8AluqMBI4Nmseg,348000000
FMPTRkKkF2QsOkUQ15iYR2REqWeaD7KHtYgWNXEAZcA,522000000
FNJo2URXSHMTPQgHGErcxHf2PGfljGsQeoX0-HkisAE,1912000000
FNUtR0fth8XryUIFZk4lXGOQcVWhhrxHPpahFDq3h1o,869000000
FNv0PTtVY99GQA3-JnInG72rbZb47xHffY2K0h8v02E,348000000
FOZaa1gGH9M4B8RdsJLxtzVdKrIXDd7vTaGw9HreHKw,696000000
FPA4hxHjtYQwTkou7Z8HgqC-FkdCm_1BtgzeRntR4HQ,696000000
FPAJp4A4_vJzhfV1gp4D70fHdEk9P2gb_6kk6ro9m1M,348000000
FPEfUhbED7m9ypq2fcfwJ6RyQatpN2KM9_aPUF7Y6KM,348000000
FQ7eKVbsIL2zb08cvWhOR4miTDe3X0N4RyJiamutIZ0,1356000000
FQX3Uri6E5C8lI57aEDLw2oapcCv6hG1RcMIydsmn-s,869000000
FREvgRMXhz-q2Lu7ypk-F_0IxtAj3MR0Zdaensdsd-w,696000000
FRMlmXz2dUjJldf65FQ7BtbmpJBXkd6kw8umC-MAs6Y,348000000
FRZnEwC_fHj95X75aN1ozZNaKozeA_nnhzxKrGiV2O0,522000000
FRljwbowPL5A0mVKtxSvm5L6quhE2_IQdLIEEiGubNE,1738000000
FSQL9uIus8AQIibCadhilhJQDQDatX8xCXtJxP-MJmA,348000000
FUMQZsffqm0C41b1VAEnOQ84SmMOuIRgOkxXAcntRaQ,2781000000
FUQZAxkko55eZsKAgxqBzo8ZQLlHY2NnkFiz2wom3lE,348000000
FUhWD7pr2_MsUm1qqckGcObiQH3UtMqDx9eS5OAvq2o,348000000
FVF9InMG21XN5EBeGEZsLt6Kvp1WLXPVSYYTH-jiM4k,522000000
FVJN06q8i4KhI4gqamTPq4_TGXzE2XcnIJpg5FlIAjM,800000000
FVRKoMil_7jukbnRKF1MSYTFMpxLBAy6tyKkORtxcx0,1113000000
FWFgx8GQs0JXUcbbxxfkQtYItxIFQgzTrQDGr953IGg,348000000
FWHNAxlVelHzf4iAYdAuZtaCO3dQjpvKnsdj-ErhK5U,9385000000
FWl5D0Qna_mdEiMO0oLZBn2z5IWujzlMpKCCYAI8q3E,348000000
FX4K6xhUK-Pne5EYGBTDI0X5h8jDWQfwaj2am34PWV4,696000000
FXjpOqVH1Lg0uN7jUcVmY89t3lV4t77QHZtvxXhTv0k,696000000
FXvMJwFEzCcuFC3Ss1HMHFKyCS3UPN0KZ7nSfLTT8Io,348000000
FY5Gv7o-A78WAY09TLyb3Z_n93ZsIu39XfHz4bQrjiY,1547000000
FZGGnzEkGp0GbA3tak7CdiB4Fq253UVnZgmfKhbQwzI,522000000
FZXOyYOAjgMgCLGf7UUf8wKVV5mXnrPkzcrqhS94tBo,348000000
F_5SDDJZWGb9fuBkmSRzzbYM7f_E4JlVNjxuCyysG3c,348000000
F_5U4wpjGATpyDSGSuzbsK4aUMfEnKyj5ao_8ePce60,348000000
FaXTQ-Ke6T7TtKJbc0BQuNvfuLcZCn_57wQVidhDZGk,1912000000
FbG5KySBb5WlfzB2waB5RLb-MxF4DaH29jcM7uKDy60,1437000000
FbLq5hAxEkRvm_MsnPM-n397seJW34Qo7gUD0WMv7yw,1217000000
FbUO1H8cY7Y8J_r_H0GtLKSBQloSg_D5FTAA2RFcu8M,1043000000
FcOQs4vtREv-5KCPHnRlNHWIdcAVxCmzczVBS4m5QxU,869000000
FcUjBQmozEP7n4hUCl1JncQBTio-0T4w0mEU31bUubA,348000000
FdN-vtFeiZl9YO6a3tLkdT7XoXxatxdcbQpOOediylk,2013000000
FdmtO_NxosmVYwvI6HqbatE5nLL8I8xKMobXQxZuxM4,869000000
Fe6W6WsU9RifmUe_R1uxoH4hEXMPxHlBt6WiC4wTEcs,3650000000
FeJs-JSOpbg2ojq3hhTR0em2XolThi7r67YK4QWqalE,348000000
FePcN9-OfLRAqWhANIhOnR6rm3SHvwvkUwsbgwql6GY,365000000
Fg2fLWHOJ0jiFCUdwzMWB-hQreAQ8zz1faG81-Mh5qo,348000000
FgL5JioH2yJciubuNyj_g-H35HjeSfno6KUyv95iynU,348000000
FgYXvtfDddc_Fzgmlrzg72LixB3BwpIkP0WvQcAQm4Y,348000000
FgwrTn6qVgQ-S0CgxcOVSWJaifhvcFNGPOy51c2i55U,939000000
FhYVXfF_gMpKsJGlhhaQNObUCUaCLUiSKldmJg52SNg,800000000
FiH4O-sjm1E-7JnuhJ64gqEBbupv8FJKw5PsOoTIBFY,1773000000
FiLzMm761os55-1aOcf7O9DwtMQ3VvxzcH2FzvR7KDY,2086000000
FibU21B2_oH1d_xXDYQO6DNFs4bfpVaiHaDnZdz-9mg,348000000
FjKxof1rrx8YhQMUZ1Lx5ED6E7odEfbFzPUvTE07Oc8,1912000000
FjZIzG_avzVt1-GatQq9eOzOyP2-k7zCnR6D81ZS9os,348000000
FjcUuWq2J2DQcvxjQVHVuQYxNFQAfiyHwM4mosy5U9w,678000000
FkNL83Z7FAB3c5rOwPU772jyVh6QtdRfd9UYC-Oo6Tc,522000000
FkoGTfnxDY5eYBOBa4mQZ6vvNVSCmvwkv4Et__WMgwA,348000000
FlKCZ3jU-MNtKq592n46zYDzX_g9vNfA4KmD6MwmyKQ,348000000
Fms5oIcBE3JCU1uL410lSEtQdu2fXjGD1lAa5EYRO8w,522000000
FmvHpI_TdOFqbMFPtE_D-tsI5uaAs3_5gHY3QZ-sRzU,4206000000
Fn1c6T1GUtFSaJS9D-nF5olvzwMgmXLh3AIaNwCHRzY,348000000
